index,rank,book,german,english,gender,german_sentence,english_sentence
6558,6533,3,die Hummel,the bumblebee,F,Die Hummel ist zu schwer zu fliegen.,The bumblebee is too heavy to fly.
6559,6534,3,das Komplott,the conspiracy,N,Die Zeugin hat von Komplott geredet.,The witness spoke of a conspiracy.
6560,6535,3,impotent,impotent,adj,"Die Wahrheit ist, dass er impotent war.",The truth is he was impotent.
6561,6536,3,hämisch,gloating,adj,"Ich wollte es, aber es ist es nicht wert hämisch zu werden.","I wanted it, but it's not worth gloating over."
6562,6537,3,fixieren,to fix,vb,"Um die Bearbeitungskontrolle zu erhöhen, können Sie einzelne Kanten","For greater editing control, you can fix individual edges."
6563,6538,3,der Krieger,the warrior,M,Ich habe eurem Feind als Krieger gedient.,I have served as a warrior for your enemy.
6564,6539,3,der Transfer,the transfer,M,Wir müssen an diesem Transfer von Grundnahrungsmitteln etwas ändern.,We have to do something about this transfer of basic food resources.
6565,6540,3,die Sicherheitsvorkehrung,the (safety) precaution,F,Dies ist nur eine Sicherheitsvorkehrung.,This is just a safety precaution.
6566,6541,3,zurückverfolgen,to retrace,vb,Jetzt können wir Ihre Schritte zurückverfolgen.,Now we can retrace your steps.
6567,6542,3,violett,purple,adj,"OK, was ist violett und schwimmt im Ozean?","Okay, what's purple and lives in the ocean?"
6568,6543,3,das Bosnien,the Bosnia,N,Die Zentralregierung von Bosnien ist noch nicht handlungsfähig.,The central government of Bosnia is still incapable of acting.
6569,6544,3,der Therapeut,the therapist,M,"Mein Therapeut sagte, das wäre nicht gut.",My therapist said it's no longer healthy.
6570,6545,3,der Totenkopf,the skull,M,Ihr Gesicht sah aus wie ein Totenkopf und sie hat trotzdem gehungert.,"Her face looked like a skull, and she still wouldn't eat."
6571,6546,3,(he)rausfliegen,to fly out,vb,"Ich wünschte nur, dass du Flügel hättest, die uns hier herausfliegen könnten.",I just wish you had wings that could fly us out of here.
6572,6547,3,abspringen,to jump (off),vb,"Ich konnte abspringen, bevor wir gegen das Geländer krachten.",I was able to jump off before we hit the railing.
6573,6548,3,das Gespött,the mockery,N,Du hast unsere Ehe dem Gespött preisgegeben.,You've made a mockery of our marriage.
6574,6549,3,behutsam,careful / gently,adj,Die Filtereinheit ganz behutsam aus der Kassette ziehen.,"Very gently, pull the filter assembly off the cassette."
6575,6550,3,die Feindseligkeit,the hostility,F,"Keine Ahnung, woher diese Feindseligkeit kommt.",I don't know where this hostility comes from.
6576,6551,3,der Statthalter,the governor,M,Als euer Statthalter vertrete ich die Pflichten Roms.,"As your governor, I represent the responsibility of Rome."
6577,6552,3,der Schraubenschlüssel,the wrench,M,Ich hatte einen Schraubenschlüssel und schlug ihn.,"I had a wrench, and I hit him."
6578,6553,3,nachwachsen,to grow back,vb,Dein Haar wird auch nachwachsen.,"Your hair will grow back, too."
6579,6554,3,selbstsicher,confident / confidently,adj,Sie ist total selbstsicher und gelassen.,She's so confident and put together.
6580,6555,3,das Zeugenschutzprogramm,the witness protection program,N,Das Zeugenschutzprogramm ist so schlecht nicht.,"Look, the witness protection program isn't so bad."
6581,6556,3,bescheren,to bring / grant,vb,Das kann einem die Nerven rauben oder flüchtige Momente großen Glücks,"It can wreck your nerves, or it can grant fleeting moments of great"
6582,6557,3,der Hausfriedensbruch,the trespass,M,Es wird mehr als Hausfriedensbruch.,It'll be more than simple trespass.
6583,6558,3,der Bundesstaat,the federal (state),M,In Amerika sind die Gesetze je nach Bundesstaat verschieden.,Laws differ from state to state in the United States.
6584,6559,3,tolerieren,to tolerate,vb,"Ich werde diese Ausdrucksweise nicht tolerieren, junger Mann.","I won't tolerate this language from you, young man."
6585,6560,3,das Ermessen,the discretion / consider,N,Diese sollten dem Ermessen der Mitgliedstaaten überlassen werden.,These should be left to the discretion of Member States.
6586,6561,3,verzweifeln,to despair,vb,"Ich verstehe, aber Sie müssen nicht verzweifeln.","I understand, but you mustn't despair."
6587,6562,3,anketten,to chain,vb,Es ist seit vier Monaten hier angekettet.,"It's been chained here for, like, four months."
6588,6563,3,mühen,to struggle / strive,vb,"Er müht sich, darin zu bleiben.",He is struggling to stay inside.
6589,6564,3,weiterspielen,to play on,vb,"Oder wir könnten weiterspielen, wenn du willst.",Or we could play on if you want.
6590,6565,3,das Schlückchen,the little drink,N,Jetzt brauche ich aber ein Schlückchen!,I suppose I need a little drink!
6591,6566,3,das Rettungsboot,the lifeboat,N,Sie war bei mir auf meinem Rettungsboot.,She was with me on my lifeboat.
6592,6567,3,das Bootshaus,the boathouse,N,Du kannst jetzt im Bootshaus schlafen.,You can sleep in the boathouse now.
6593,6568,3,mürrisch,grumpy / grumpily,adj,Er ist in letzter Zeit sehr mürrisch.,He's been very grumpy lately.
6594,6569,3,die Schauspielerei,the acting,F,Ich werde es wieder mit der Schauspielerei versuchen.,"No, I'm going back to try acting again."
6595,6570,3,das Requisit,the prop,N,Er hat nach einem Requisit für den Film gesucht.,He needed a prop for a film.
6596,6571,3,pausenlos,nonstop,adj,"Ich rauche pausenlos, seit sie weg ist.",I'm smoking nonstop since I heard she was gone.
6597,6572,3,der Privatbesitz,the private property,M,"Es ist Privatbesitz, kein öffentlicher Spielplatz.","It's private property, not a public playground."
6598,6573,3,distanzieren,to dissociate,vb,Ich möchte mich von diesen zweifelhaften Menschen distanzieren.,I wish to disassociate myself from these unsavory individuals.
6599,6574,3,die Formalität,the formality,F,Dieses Treffen sollte reine Formalität sein.,This meeting was to be merely a formality.
6600,6575,3,die Voraussetzung,the requirement / condition,F,"Ich gehe unter der Voraussetzung, dass du mitkommst.",I'll go under the condition you go with me.
6601,6576,3,skrupellos,ruthless / ruthlessly,adj,"Ich wusste schon immer, dass sie skrupellos sind.",I always knew they were ruthless.
6602,6577,3,der Jockey,the jockey,M,Ich war mal ein professioneller Jockey.,I used to be a professional horse jockey.
6603,6578,3,der Gewissensbiss,the remorse,M,"Sie hatten keine Gewissensbisse, haben ihr Leben genossen.","They lived their lives peacefully, without remorse."
6604,6579,3,das Arrangement,the arrangement,N,"Das ist ein eher minimalistisches Arrangement, ja.","It is a more minimalistic kind of arrangement, yes."
6605,6580,3,diesbezüglich,in this respect,adv,Wir sollten meines Erachtens diesbezüglich über klare Regeln verfügen.,I think that we should have clear rules in this respect.
6606,6581,3,erlöschen,to expire / expiration,vb,"Maßnahmen, die nach dem Dreimonatszeitraum nicht verlängert werden,","If a measure is not renewed after that three-month period, it shall"
6607,6582,3,schrubben,to scrub (coll),vb,Ihr werdet den gesamten Pub schrubben müssen.,You'll have to scrub the whole pub down.
6608,6583,3,gesellschaftlich,socially / social,adv,Der gesellschaftlich akkreditierte Kunstmarkt ist ihnen ebenfalls,The socially accredited art market is also closed to them.
6609,6584,3,vorzeitig,prematurely / early,adv,"Ich wüsste gerne, warum John vorzeitig weggegangen ist.",I wonder why John left early.
6610,6585,3,beabsichtigen,to intend,vb,"Wir beabsichtigen, diese der Zusammenarbeit und Abstimmung",We intend to step up that sort of cooperation and coordination as soon as
6611,6586,3,aushelfen,to help (out),vb,"Du weißt, wir können euch jederzeit aushelfen.",You know we can always help out.
6612,6587,3,erhoffen,to hope,vb,"Ich konnte mir nie jemanden wie dich erhoffen, Jane.","I could never have hoped for someone like you, Jane."
6613,6588,3,deportieren,to deport,vb,"Sie werden dich nicht deportieren, sie werden es versuchen.",They won't deport you; they will just try.
6614,6589,3,einwenden,to object,vb,"Einige werden einwenden, dass diese Idee nicht funktionieren wird.",Some will object that this idea won't work.
6615,6590,3,strikt,strict / strictly,adj,"Ich habe gehört, sie ist sehr strikt.",I hear she's very strict.
6616,6591,3,das Sonderangebot,the special offer,N,"Beeilung, dieses Sonderangebot endet bald.","Hurry, this special offer expires soon."
6617,6592,3,dreitausend,three thousand,nu,Ich habe fast dreitausend Dollar in meinem Tresor.,I have almost three thousand dollars in my safe.
6618,6593,3,die Erzählung,the narrative,F,Unsere Erzählung scheint nun vollständig zu sein.,"So, it seems our narrative is complete."
6619,6594,3,inspizieren,to inspect,vb,Ich werde nun Ihre Uniformen inspizieren.,I will now inspect your uniforms.
6620,6595,3,der Eisberg,the iceberg,M,Wir sind mit einem Eisberg kollidiert.,We have hit an iceberg.
6621,6596,3,einschätzen,to assess,vb,Könnten Sie die Patienten da einschätzen?,Can you assess the patients over there?
6622,6597,3,weinend,crying / sobbingly,adj,Menschen kommen weinend aus dem Theater.,People are coming out of the theater crying.
6623,6598,3,die Schusslinie,the line of fire,F,Er hat mich aus der Schusslinie gezogen.,He dragged me out of the line of fire.
6624,6599,3,das Jubiläum,the anniversary,N,Und euer Jubiläum habe ich auch nicht vergessen.,"And I didn't forget your anniversary, either."
6625,6600,3,erdulden,to endure,vb,Wie viele Versuchungen muss ich noch erdulden?,How many more temptations must I endure?
6626,6601,3,Sommerferien,summer vacation,,Sie kann die Sommerferien kaum erwarten.,She can hardly wait for the summer vacation.
6627,6602,3,der Baseballschläger,the baseball bat,M,Aber ich jagte ihn mit einem Baseballschläger davon.,But I chased him out with my baseball bat.
6628,6603,3,der Patriot,the patriot,M,Roger ist ein guter Mann und ein Patriot.,"He's a good guy, and he is a patriot."
6629,6604,3,das Präsidium,the headquarters,N,Dazu müsste man ins Präsidium gehen.,"No, you have to go to the Headquarters for that."
6630,6605,3,signieren,to sign,vb,Ich lasse dir ein Exemplar signieren.,I'll get him to sign you a copy.
6631,6606,3,allererster,very first,adj,Dieses Projekt war das allererste dieser,This project was the very first of the kind.
6632,6607,3,die Magd,the maid,F,Ich muss mal mit der Magd sprechen.,I really must speak to the maid.
6633,6608,3,der Vergaser,the carburetor,M,"Wenn ich den Vergaser nicht reparieren kann, sind wir in Schwierigkeiten.","If I can't fix this carburetor, we're in trouble."
6634,6609,3,koordinieren,to coordinate,vb,Wir müssen uns koordinieren und vorsichtig sein.,We have to coordinate and do it carefully.
6635,6610,3,das Uhrwerk,the clockwork,N,"Sie kommt jede Woche wieder, wie ein Uhrwerk.",She comes back every week like clockwork.
6636,6611,3,unerwünscht,undesirable,adj,Frankreichs Allianz mit Schweden ist unnatürlich und unerwünscht.,France's alliance with Sweden is both unnatural and undesirable.
6637,6612,3,freisprechen,to absolve,vb,"Aber ich bin sicher, das Überwachungsvideo wird mich freisprechen.",I'm sure the store's security footage will absolve me.
6638,6613,3,das Petroleum,the kerosene,N,Es riecht nach Petroleum im Kinderzimmer.,I thought I smelled kerosene in the nursery.
6639,6614,3,die Bürde,the burden / liability,F,"Ein Superheld zu sein, ist eine schwere Bürde.",Being a superhero is a heavy burden.
6640,6615,3,der Abschiedsbrief,the goodbye letter / suicide note,M,Sie schrieb einen Abschiedsbrief auf eine Weihnachtskarte.,She left a suicide note in a Christmas card.
6641,6616,3,der Weckruf,the wake-up call,M,Lassen Sie dies ein Weckruf für uns alle sein.,Let this be a wake-up call for all of us.
6642,6617,3,die Klapsmühle,the nuthouse (coll),F,Du solltest in einer Klapsmühle sein!,You should be in a nuthouse!
6643,6618,3,die Zitrone,the lemon,F,"Ich dachte, Sie verkaufen nur Zitronen.",I thought you were only selling lemons.
6644,6619,3,(he)runterlassen,to lower / let down,vb,Du musst mich jetzt herunterlassen!,You can let me down now.
6645,6620,3,das Gebäck,the cookies,N,Frau Müller schickt euch ein Stück Gebäck.,Mrs. Muller sent some cookies for you.
6646,6621,3,zurückschlagen,to fight back,vb,"Und wenn wir zurückschlagen, gewinnen wir.","And when we fight back, we win."
6647,6622,3,durchsichtig,transparent / transparently,adj,An den Rändern ist er durchsichtig.,It's transparent at the edges.
6648,6623,3,das Fläschchen,the vial,N,Im Badezimmerschrank findest du ein blaues Fläschchen.,"In the bathroom cabinet, you'll find a blue vial."
6649,6624,3,beflecken,to stain,vb,Weil ich seine Reputation nicht beflecken wollte.,Because I didn't want to stain his reputation.
6650,6625,3,die Konvention,the convention,F,Gleichwohl wurde die Konvention bis heute lediglich von Staaten,"To date, the convention has been signed by only 39 countries."
6651,6626,3,die Schürze,the apron,F,Und wir tragen hier alle eine Schürze.,And we're all here wearing an apron.
6652,6627,3,der Nichtraucher,the non-smoker,M,Dann gibt es die militanten Nichtraucher.,Then you have the avid non-smokers.
6653,6628,3,der Mathematiker,the mathematician,M,Du bist kein besonders begabter Mathematiker.,You are really not much of a mathematician.
6654,6629,3,färben,to dye,vb,In welcher Farbe willst du Sie färben?,What color would you dye it?
6655,6630,3,der Sieg,the victory,M,Wir sollten den Sieg feiern.,We should celebrate the victory.
6656,6631,3,konstant,constant / constantly,adj,"Individuen variieren, Prozentangaben bleiben konstant.","Individuals vary, percentages remain constant."
6657,6632,3,der Zauberspruch,the (magic) spell,M,Ich wurde durch einen Zauberspruch her befohlen.,I was summoned here by a spell.
6658,6633,3,sarkastisch,sarcastic / sarcastically,adj,Warum musst du so sarkastisch sein?,Why do you have to be so sarcastic?
6659,6634,3,die Partikel,the particle,F,Diese Partikel verwandelt ein Nomen in ein Verb.,This particle turns a noun into a verb.
6660,6635,3,die Vergessenheit,the oblivion,F,"Wir sorgen dafür, dass ihr Andenken nicht in Vergessenheit gerät.",We will ensure that her memory does not fall into oblivion.
6661,6636,3,der Nobelpreis,the Nobel prize,M,Das brachte dem amerikanischen Ökonomen den Nobelpreis ein.,That earned the US economist a Nobel Prize.
6662,6637,3,der Meineid,the perjury,M,Aber du kannst ihn zumindest wegen Meineid belangen.,But you could at least charge him with perjury.
6663,6638,3,rundherum,around,adv,"Schau, das ist es, was mit ihnen passiert, wenn wir nicht rundherum da sind.","Look, this is what happens to them when we're not around."
6664,6639,3,leitend,leading / conductive,adj,Das Metall der Spüle ist leitend.,The metal in the sink is conductive.
6665,6640,3,unfruchtbar,barren,adj,Die Bäume sind unfruchtbar oder tragen nur kleine Früchte.,The trees are barren or bear only small fruit.
